,Dominant,Cluster,Profiel,Bodem,c,w1rz,w2rz,zcrit2,qcrit,intw0,intk0,pindex,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,O01,O02,O03,O04,O05,O06,O07,O08,O09,O10,O11,O12,O13,O14,O15,O16,O17,O18
,0,4020,90116260,Rd90C,40.7029,2.3472,5.6426,42.3206,0.0402,2402.8314,109.6852,0.2239,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,2.0,3.0,,,,,,,
,1,4021,15540,kMn43C,95.7878,1.8629,4.7963,29.8687,0.0329,5047.9291,8.1727,0.1216,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,345,,,,,,
,0,4021,15041,pMo80l,91.95,1.8239,4.5941,29.8687,0.0329,5081.9193,8.2927,0.12,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,234,,,,,,
,0,4021,15401,Mn86Cl,91.95,1.8239,4.5941,29.8687,0.0329,5081.9193,8.2927,0.12,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2_5,,,,,,
,0,4021,15470,gMn88C,83.4435,1.8629,4.7963,29.8643,0.0306,5204.8436,8.1176,0.1142,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,35,4.0,,,,,
,0,4021,15550,kMn48C,95.7878,1.8629,4.7963,29.8687,0.0329,5047.9291,8.1727,0.1216,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,345,,,,,,
,1,4022,90216050,Rn52A,18.0383,2.7424,5.3043,119.1066,0.2364,1413.6514,189.2649,0.2877,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,
,0,4022,13010,MOo02,18.1447,3.5006,5.8736,139.1274,0.2689,1449.9736,163.5208,0.2983,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,1.0,,,,,,,,,
,0,4022,15241,Mn15Ap,20.9361,2.7424,5.3043,142.5089,0.2312,1518.7338,196.0386,0.3597,,,,,,,,12.0,,,,,,,,,,,5,,,,,,,4.0,3.0,,,,,,,,,
,0,4022,16120,fRn62C,24.6999,2.705,5.7302,127.1003,0.2851,1487.6945,172.2029,0.2925,,,,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,,,,
,0,4022,90116050,Rn52A,18.0383,2.7424,5.3043,119.1066,0.2364,1413.6514,189.2649,0.2877,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,
,1,4023,90215240,Mn15A,31.9598,3.0457,5.532,87.0689,0.1446,2134.4671,74.6784,0.2499,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,23.0,4.0,,,,,,,,
,0,4023,9010,EK19,24.6436,2.5908,5.1904,124.7906,0.1608,3219.7732,94.0474,0.171,,,,,,,,12.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,0,4023,15140,Mo20A,27.674,3.1219,5.3423,135.1309,0.1431,1682.6561,90.5755,0.2894,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,23.0,,,,,,,,,
,0,4023,17010,KRn1,25.256,2.8941,5.4181,94.6582,0.1513,1735.9288,153.9815,0.2662,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,2.0,3.0,,,,,,,,
,1,4024,15200,Mn22A,32.7244,2.3472,5.6426,101.3222,0.1562,1551.2683,241.0824,0.4069,,,,,,,,,1.0,,,,,,,,,,4,,,,,,,,3.0,2.0,,,,,,,,
,0,4024,15190,Mn12Ap,25.6412,2.7424,5.3043,97.3135,0.1512,1442.1094,260.7614,0.4186,,,,,,,,1.0,,,,,,,,,,,4,,,,,,,,2.0,3.0,,,,,,,,
,0,4024,15210,Mn22Ap,31.621,2.3472,5.6426,102.6215,0.1589,1490.4421,259.7181,0.4219,,,,,,,,,1.0,,,,,,,,,,4,,,,,,,,3.0,2.0,,,,,,,,
,0,4024,15370,Mn52Cp,27.2534,2.8941,5.4181,89.0402,0.1436,1526.1987,241.454,0.4028,,,,,,,,12.0,,,,,,,,,,,56,,,,,,,,3.0,4.0,,,,,,,,
,0,4024,16110,Rn62C,31.5231,2.3872,5.6268,88.2492,0.1285,1545.3372,273.7897,0.4263,,,,,,,,,12.0,,,,,,,,,,4,,,,,,,,,3.0,,,,,,,,
,0,4024,16111,Rn62Cg,31.5231,2.3872,5.6268,88.2492,0.1285,1545.3372,273.7897,0.4263,,,,,,,,,12.0,,,,,,,,,,4,,,,,,,,,3.0,,,,,,,,
,0,4024,16140,Rn62Cp,31.5231,2.3872,5.6268,88.2492,0.1285,1545.3372,273.7897,0.4263,,,,,,,,,12.0,,,,,,,,,,45,,,,,,,,,3.0,,,,,,,,
,1,5001,22010,KX,3.342,2.1461,3.7471,200.3896,0.6088,1671.2147,304.226,0.2032,,,,,,1.0,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,
,1,5002,22020,KK,13.7695,1.7176,4.241,22.8216,0.0218,6075.7108,7.9436,0.0732,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,23.0,,,,,
,1,5003,22011,KT,93.5452,2.4273,5.611,32.9399,0.0391,4214.6522,14.418,0.1516,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,3,,,,,,
,1,5004,18020,Ln5,28.1978,3.2969,5.6815,159.6174,1.4725,1260.9523,359.6782,0.3538,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,2.0,,,,
,0,5004,18010,pLn5,29.3057,3.2969,5.6815,175.5742,1.4485,1133.6725,346.8573,0.3829,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,2.0,,,,
,0,5004,18021,Ln5g,28.6022,3.2969,5.6815,119.8105,1.5044,1066.3324,376.3255,0.5185,,,,,,,,,,,,,1.0,,,,,,,,,,4,,,,,,,,,23.0,,,,
,0,5004,18030,Ld5g,28.6022,3.2969,5.6815,119.8105,1.5044,1066.3324,376.3255,0.5185,,,,,,,,,,,,,1.0,,,,,,,,,,3,,,,,,,,,2.0,,,,
,0,5004,18031,Ld5,22.9101,3.2969,5.6815,156.6153,1.2503,988.1149,351.1555,0.3892,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,2.0,,,,
,1,5005,5010,BLd5,39.4633,3.2,5.9552,148.6725,0.3891,1607.2247,272.807,0.3315,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,24.0,3,,,
,0,5005,5011,BLd5g,36.031,3.2,5.9552,136.9746,0.3973,1511.9992,284.7788,0.3799,,,,,,,,,,,,,1.0,,,,,,,,,,5,,,,,,,,,24.0,3,,,
,1,5006,9020,EL5,26.0498,3.3938,5.4077,315.9526,1.7055,1392.6227,527.0183,0.3457,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,,,,
,1,5007,18050,Ldh6,61.9672,2.2288,5.7266,93.3416,0.1215,2400.2912,38.8597,0.2117,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,23,,,
,0,5007,5020,BLd6,61.9672,2.2288,5.7266,93.3409,0.1215,2400.2912,38.8597,0.2117,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2_5,,,
,0,5007,5030,BLb6,58.172,2.2548,5.6355,93.3409,0.1241,2393.6469,39.7556,0.2113,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,234,,,
,0,5007,18040,Ld6,61.9672,2.2288,5.7266,93.3416,0.1215,2400.2912,38.8597,0.2117,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,23,,,
,0,5007,18041,Ld6g,52.9416,2.2288,5.7266,104.4459,0.1299,1853.5969,115.7199,0.4026,,,,,,,,,,,,,,1.0,,,,,,,,,4,,,,,,,,,,23,,,
